account_id,customer_id,account_type,account_category,product_family,deposit_credit_type,interest_bearing_flag,risk_category,currency_code,is_active_product,account_status,balance,opened_date,closed_date,branch_code,branch_name,branch_city,branch_state,branch_country,branch_region,branch_type,is_active_branch,created_date,updated_date
A00606,C01042,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,13734.26,2016-04-23,,BR006,Toronto Branch 6,Toronto,Ontario,Canada,Central,Retail,1,2016-04-23,2026-08-18
A00607,C01160,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,99034.15,2019-05-05,2025-09-14,BR024,Halifax Branch 24,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2019-05-05,2026-08-18
A00608,C00692,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,37391.21,2015-12-12,2016-09-01,BR020,Toronto Branch 20,Toronto,Ontario,Canada,Central,Retail,1,2015-12-12,2026-08-18
A00609,C00235,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,6200.24,2011-07-08,2017-01-31,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2011-07-08,2026-08-18
A00610,C00484,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,,2022-11-26,2024-07-12,BR004,Montreal Branch 4,Montreal,Quebec,Canada,Central,Retail,1,2022-11-26,2026-08-18
A00611,C00305,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,65146.72,2020-04-28,2021-10-09,BR011,Vancouver Branch 11,Vancouver,British Columbia,Canada,West,Retail,1,2020-04-28,2026-08-18
A00612,C00818,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,5261.86,2017-07-06,2025-01-02,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2017-07-06,2026-08-18
A00613,C00976,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,31040.01,2025-11-12,2025-12-28,BR009,Calgary Branch 9,Calgary,Alberta,Canada,West,Retail,1,2025-11-12,2026-08-18
A00614,C00138,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,79827.86,2020-05-19,,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2020-05-19,2026-08-18
A00615,C00701,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,7288.06,2023-12-09,,BR025,Halifax Branch 25,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2023-12-09,2026-08-18
A00616,C00434,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,57411.31,2018-01-19,,BR013,Vancouver Branch 13,Vancouver,British Columbia,Canada,West,Retail,1,2018-01-19,2026-08-18
A00617,C00281,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,5549.91,2025-06-26,,BR001,Vancouver Branch 1,Vancouver,British Columbia,Canada,West,Retail,1,2025-06-26,2026-08-18
A00618,C01017,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,6647.62,2015-07-06,,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2015-07-06,2026-08-18
A00619,C00499,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,94050.48,2012-03-10,,BR019,Toronto Branch 19,Toronto,Ontario,Canada,Central,Retail,1,2012-03-10,2026-08-18
A00620,C00972,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,3151.74,2022-08-18,2024-12-26,BR017,Calgary Branch 17,Calgary,Alberta,Canada,West,Retail,1,2022-08-18,2026-08-18
A00621,C00380,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,7530.24,2015-07-16,2018-03-19,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-07-16,2026-08-18
A00622,C01182,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,45768.42,2022-11-25,,BR011,Vancouver Branch 11,Vancouver,British Columbia,Canada,West,Retail,1,2022-11-25,2026-08-18
A00623,C01171,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,94040.81,2023-06-08,,BR022,Calgary Branch 22,Calgary,Alberta,Canada,West,Retail,1,2023-06-08,2026-08-18
A00624,C01050,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,30531.05,2013-10-03,2021-03-18,BR001,Toronto Branch 1,Toronto,Ontario,Canada,Central,Retail,1,2013-10-03,2026-08-18
A00625,C00142,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,15433.22,2017-02-05,,BR019,Toronto Branch 19,Toronto,Ontario,Canada,Central,Retail,1,2017-02-05,2026-08-18
A00626,C00935,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,99315.33,2021-08-26,2023-04-05,BR019,Halifax Branch 19,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-08-26,2026-08-18
A00627,C00951,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,13598.19,2010-12-02,,BR018,Vancouver Branch 18,Vancouver,British Columbia,Canada,West,Retail,1,2010-12-02,2026-08-18
A00628,C00918,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,39791.83,2019-09-22,2025-05-16,BR019,Montreal Branch 19,Montreal,Quebec,Canada,Central,Retail,1,2019-09-22,2026-08-18
A00629,C00874,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,38258.52,2012-07-27,,BR012,Montreal Branch 12,Montreal,Quebec,Canada,Central,Retail,1,2012-07-27,2026-08-18
A00630,C00452,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,34976.83,2020-01-01,2022-10-27,BR023,Montreal Branch 23,Montreal,Quebec,Canada,Central,Retail,1,2020-01-01,2026-08-18
A00631,C00382,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,56287.15,2011-10-24,2018-01-01,BR020,Toronto Branch 20,Toronto,Ontario,Canada,Central,Retail,1,2011-10-24,2026-08-18
A00632,C00457,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,56715.63,2012-02-21,2015-04-21,BR013,Vancouver Branch 13,Vancouver,British Columbia,Canada,West,Retail,1,2012-02-21,2026-08-18
A00633,C00226,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,17514.25,2011-12-12,2012-03-16,BR012,Toronto Branch 12,Toronto,Ontario,Canada,Central,Retail,1,2011-12-12,2026-08-18
A00634,C00161,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,42369.93,2015-08-14,,BR008,Calgary Branch 8,Calgary,Alberta,Canada,West,Retail,1,2015-08-14,2026-08-18
A00635,C00848,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,34542.43,2019-09-20,2024-03-18,BR010,Calgary Branch 10,Calgary,Alberta,Canada,West,Retail,1,2019-09-20,2026-08-18
A00636,C00528,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,74405.57,2019-06-25,2022-11-02,BR010,Toronto Branch 10,Toronto,Ontario,Canada,Central,Retail,1,2019-06-25,2026-08-18
A00637,C00530,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,75174.64,2013-07-19,,BR008,Montreal Branch 8,Montreal,Quebec,Canada,Central,Retail,1,2013-07-19,2026-08-18
A00638,C01150,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,26011.33,2024-05-08,2025-07-31,BR017,Calgary Branch 17,Calgary,Alberta,Canada,West,Retail,1,2024-05-08,2026-08-18
A00639,C00977,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,41722.89,2017-01-19,2022-09-30,BR020,Toronto Branch 20,Toronto,Ontario,Canada,Central,Retail,1,2017-01-19,2026-08-18
A00640,C01170,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,9912.94,2018-02-08,,BR001,Calgary Branch 1,Calgary,Alberta,Canada,West,Retail,1,2018-02-08,2026-08-18
A00641,C00089,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,85972.34,2011-12-06,,BR025,Toronto Branch 25,Toronto,Ontario,Canada,Central,Retail,1,2011-12-06,2026-08-18
A00642,C00846,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,28350.07,2019-09-12,,BR023,Montreal Branch 23,Montreal,Quebec,Canada,Central,Retail,1,2019-09-12,2026-08-18
A00643,C00088,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,3247.88,2025-10-05,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2025-10-05,2026-08-18
A00644,C00458,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,14412.36,2023-05-13,,BR020,Montreal Branch 20,Montreal,Quebec,Canada,Central,Retail,1,2023-05-13,2026-08-18
A00645,C00418,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,13204.22,2014-12-28,2017-06-18,BR004,Halifax Branch 4,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-12-28,2026-08-18
A00646,C00966,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,32742.12,2022-06-17,2023-08-10,BR011,Montreal Branch 11,Montreal,Quebec,Canada,Central,Retail,1,2022-06-17,2026-08-18
A00647,C00739,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,94410.37,2023-02-19,,BR009,Calgary Branch 9,Calgary,Alberta,Canada,West,Retail,1,2023-02-19,2026-08-18
A00648,C00457,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,21739.37,2018-12-11,2023-05-17,BR003,Toronto Branch 3,Toronto,Ontario,Canada,Central,Retail,1,2018-12-11,2026-08-18
A00649,C00278,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,82795.76,2016-05-06,,BR006,Halifax Branch 6,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2016-05-06,2026-08-18
A00650,C00221,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,26144.87,2016-05-15,2018-07-04,BR007,Toronto Branch 7,Toronto,Ontario,Canada,Central,Retail,1,2016-05-15,2026-08-18
A00651,C00812,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,74015.88,2017-11-15,2023-08-12,BR022,Montreal Branch 22,Montreal,Quebec,Canada,Central,Retail,1,2017-11-15,2026-08-18
A00652,C00782,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,56692.63,2020-12-23,,BR009,Halifax Branch 9,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2020-12-23,2026-08-18
A00653,C00954,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,88871.49,2012-11-22,2022-10-20,BR003,Toronto Branch 3,Toronto,Ontario,Canada,Central,Retail,1,2012-11-22,2026-08-18
A00654,C00751,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,15094.16,2011-05-07,2012-09-26,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2011-05-07,2026-08-18
A00655,C00919,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,38779.77,2015-09-20,2020-07-14,BR006,Toronto Branch 6,Toronto,Ontario,Canada,Central,Retail,1,2015-09-20,2026-08-18
A00656,C00020,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,62172.65,2016-04-05,,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2016-04-05,2026-08-18
A00657,C00471,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,21160.39,2014-06-13,,BR001,Halifax Branch 1,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-06-13,2026-08-18
A00658,C00252,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,6305.94,2016-05-14,2021-05-24,BR023,Toronto Branch 23,Toronto,Ontario,Canada,Central,Retail,1,2016-05-14,2026-08-18
A00659,C00712,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,77478.53,2021-01-15,2021-12-01,BR020,Vancouver Branch 20,Vancouver,British Columbia,Canada,West,Retail,1,2021-01-15,2026-08-18
A00660,C00473,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,5133.03,2011-03-09,2015-12-28,BR006,Toronto Branch 6,Toronto,Ontario,Canada,Central,Retail,1,2011-03-09,2026-08-18
A00661,C00096,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,26720.75,2015-04-01,,BR005,Vancouver Branch 5,Vancouver,British Columbia,Canada,West,Retail,1,2015-04-01,2026-08-18
A00662,C00334,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,8632.13,2019-08-03,,BR023,Calgary Branch 23,Calgary,Alberta,Canada,West,Retail,1,2019-08-03,2026-08-18
A00663,C00848,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,43654.33,2019-01-12,,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2019-01-12,2026-08-18
A00664,C01015,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,83085.55,2024-12-25,,BR016,Calgary Branch 16,Calgary,Alberta,Canada,West,Retail,1,2024-12-25,2026-08-18
A00665,C00792,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,92528.76,2023-02-20,,BR002,Montreal Branch 2,Montreal,Quebec,Canada,Central,Retail,1,2023-02-20,2026-08-18
A00666,C00304,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,78756.29,2017-09-28,2019-07-21,BR016,Calgary Branch 16,Calgary,Alberta,Canada,West,Retail,1,2017-09-28,2026-08-18
A00667,C00703,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,3530.38,2012-03-05,2025-09-08,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2012-03-05,2026-08-18
A00668,C00511,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,94689.01,2019-12-09,,BR016,Vancouver Branch 16,Vancouver,British Columbia,Canada,West,Retail,1,2019-12-09,2026-08-18
A00669,C00245,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,7995.9,2012-03-04,,BR002,Vancouver Branch 2,Vancouver,British Columbia,Canada,West,Retail,1,2012-03-04,2026-08-18
A00670,C00103,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,41300.83,2011-04-23,2023-10-15,BR024,Calgary Branch 24,Calgary,Alberta,Canada,West,Retail,1,2011-04-23,2026-08-18
A00671,C00462,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,,2011-08-10,,BR021,Vancouver Branch 21,Vancouver,British Columbia,Canada,West,Retail,1,2011-08-10,2026-08-18
A00672,C00225,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,17409.38,2013-10-20,2021-11-04,BR011,Montreal Branch 11,Montreal,Quebec,Canada,Central,Retail,1,2013-10-20,2026-08-18
A00673,C00452,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,74718.05,2015-03-05,2023-12-14,BR008,Halifax Branch 8,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-03-05,2026-08-18
A00674,C00361,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,14006.37,2015-01-12,2018-06-20,BR013,Toronto Branch 13,Toronto,Ontario,Canada,Central,Retail,1,2015-01-12,2026-08-18
A00675,C00004,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,90831.55,2018-10-21,2021-01-15,BR024,Montreal Branch 24,Montreal,Quebec,Canada,Central,Retail,1,2018-10-21,2026-08-18
A00676,C01023,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,30125.69,2019-05-10,2019-08-23,BR017,Toronto Branch 17,Toronto,Ontario,Canada,Central,Retail,1,2019-05-10,2026-08-18
A00677,C00774,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,537.6,2018-08-01,,BR012,Halifax Branch 12,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-08-01,2026-08-18
A00678,C00373,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,25366.56,2020-04-26,2025-12-21,BR023,Halifax Branch 23,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2020-04-26,2026-08-18
A00679,C00927,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,22933.73,2016-03-20,2020-12-10,BR006,Vancouver Branch 6,Vancouver,British Columbia,Canada,West,Retail,1,2016-03-20,2026-08-18
A00680,C00165,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,14937.9,2020-03-06,2026-08-15,BR014,Vancouver Branch 14,Vancouver,British Columbia,Canada,West,Retail,1,2020-03-06,2026-08-18
A00681,C01173,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,2291.58,2012-03-26,,BR012,Montreal Branch 12,Montreal,Quebec,Canada,Central,Retail,1,2012-03-26,2026-08-18
A00682,C00651,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,21445.81,2019-02-03,2023-10-11,BR005,Toronto Branch 5,Toronto,Ontario,Canada,Central,Retail,1,2019-02-03,2026-08-18
A00683,C00316,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,46058.87,2022-04-14,,BR024,Calgary Branch 24,Calgary,Alberta,Canada,West,Retail,1,2022-04-14,2026-08-18
A00684,C00156,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,3795.91,2019-11-25,,BR013,Toronto Branch 13,Toronto,Ontario,Canada,Central,Retail,1,2019-11-25,2026-08-18
A00685,C00220,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,19050.44,2010-11-22,2013-02-24,BR024,Montreal Branch 24,Montreal,Quebec,Canada,Central,Retail,1,2010-11-22,2026-08-18
A00686,C00132,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,70289.43,2011-01-09,,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2011-01-09,2026-08-18
A00687,C00607,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,78102.15,2014-02-27,,BR012,Toronto Branch 12,Toronto,Ontario,Canada,Central,Retail,1,2014-02-27,2026-08-18
A00688,C00018,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,99139.11,2014-07-18,2025-10-29,BR010,Montreal Branch 10,Montreal,Quebec,Canada,Central,Retail,1,2014-07-18,2026-08-18
A00689,C00634,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,53491.99,2013-09-11,2026-04-02,BR013,Calgary Branch 13,Calgary,Alberta,Canada,West,Retail,1,2013-09-11,2026-08-18
A00690,C01020,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,56786.73,2010-01-26,2014-02-19,BR017,Toronto Branch 17,Toronto,Ontario,Canada,Central,Retail,1,2010-01-26,2026-08-18
A00691,C00795,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,32392.87,2025-04-27,2026-02-17,BR024,Calgary Branch 24,Calgary,Alberta,Canada,West,Retail,1,2025-04-27,2026-08-18
,C00265,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,59377.23,2022-12-10,,BR024,Montreal Branch 24,Montreal,Quebec,Canada,Central,Retail,1,2022-12-10,2026-08-18
A00693,C00297,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,71343.33,2015-02-20,,BR014,Montreal Branch 14,Montreal,Quebec,Canada,Central,Retail,1,2015-02-20,2026-08-18
A00694,C00335,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,5928.37,2016-03-01,2023-12-26,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2016-03-01,2026-08-18
A00695,C00230,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,91662.18,2016-02-10,2021-12-03,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2016-02-10,2026-08-18
A00696,C00569,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,60745.74,2024-03-27,2025-12-19,BR020,Vancouver Branch 20,Vancouver,British Columbia,Canada,West,Retail,1,2024-03-27,2026-08-18
A00697,C00865,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,5229.81,2016-02-24,,BR014,Toronto Branch 14,Toronto,Ontario,Canada,Central,Retail,1,2016-02-24,2026-08-18
A00698,C00331,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,40.96,2015-12-01,,BR007,Halifax Branch 7,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-12-01,2026-08-18
A00699,C00096,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,-113.19,2022-04-28,,BR021,Toronto Branch 21,Toronto,Ontario,Canada,Central,Retail,1,2022-04-28,2026-08-18
A00700,C00728,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,54758.25,2018-04-17,,BR001,Toronto Branch 1,Toronto,Ontario,Canada,Central,Retail,1,2018-04-17,2026-08-18
A00701,C01094,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,5493.95,2015-11-25,,BR013,Vancouver Branch 13,Vancouver,British Columbia,Canada,West,Retail,1,2015-11-25,2026-08-18
A00702,C00424,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,17319.7,2024-07-08,,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2024-07-08,2026-08-18
A00703,C00234,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,50318.65,2016-08-14,,BR021,Toronto Branch 21,Toronto,Ontario,Canada,Central,Retail,1,2016-08-14,2026-08-18
A00704,C00223,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,43122.37,2022-08-04,,BR010,Toronto Branch 10,Toronto,Ontario,Canada,Central,Retail,1,2022-08-04,2026-08-18
A00705,C00313,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,19713.07,2016-03-22,,BR008,Halifax Branch 8,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2016-03-22,2026-08-18
A00706,C01083,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,59808.71,2017-06-06,2025-10-11,BR003,Calgary Branch 3,Calgary,Alberta,Canada,West,Retail,1,2017-06-06,2026-08-18
A00707,C00866,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,9044.68,2010-07-16,2019-04-09,BR002,Montreal Branch 2,Montreal,Quebec,Canada,Central,Retail,1,2010-07-16,2026-08-18
A00708,C00507,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,85558.21,2015-01-21,,BR009,Calgary Branch 9,Calgary,Alberta,Canada,West,Retail,1,2015-01-21,2026-08-18
A00709,C00227,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,11236.28,2014-08-20,2023-11-27,BR017,Calgary Branch 17,Calgary,Alberta,Canada,West,Retail,1,2014-08-20,2026-08-18
A00710,C00717,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,53872.29,2023-10-28,,BR010,Calgary Branch 10,Calgary,Alberta,Canada,West,Retail,1,2023-10-28,2026-08-18
A00711,C00755,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,70000.27,2010-12-27,,BR013,Toronto Branch 13,Toronto,Ontario,Canada,Central,Retail,1,2010-12-27,2026-08-18
A00712,C00663,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,82858.02,2022-03-20,2025-07-09,BR005,Calgary Branch 5,Calgary,Alberta,Canada,West,Retail,1,2022-03-20,2026-08-18
A00713,C00559,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,34014.57,2019-10-17,,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2019-10-17,2026-08-18
A00714,C00047,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,57722.82,2024-12-10,,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-12-10,2026-08-18
A00715,C00129,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,58821.7,2025-03-25,2025-11-26,BR010,Montreal Branch 10,Montreal,Quebec,Canada,Central,Retail,1,2025-03-25,2026-08-18
A00716,C00937,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,55101.2,2022-08-01,,BR020,Calgary Branch 20,Calgary,Alberta,Canada,West,Retail,1,2022-08-01,2026-08-18
A00717,C00397,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,27217.86,2018-09-12,2023-04-30,BR017,Vancouver Branch 17,Vancouver,British Columbia,Canada,West,Retail,1,2018-09-12,2026-08-18
A00718,C00704,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,51658.25,2023-08-08,2026-04-02,BR021,Halifax Branch 21,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2023-08-08,2026-08-18
A00719,C00021,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,26154.72,2013-07-10,,BR011,Vancouver Branch 11,Vancouver,British Columbia,Canada,West,Retail,1,2013-07-10,2026-08-18
A00720,C00336,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,11385.89,2022-01-11,,BR002,Calgary Branch 2,Calgary,Alberta,Canada,West,Retail,1,2022-01-11,2026-08-18
A00721,C00038,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,55064.13,2024-01-13,2024-12-04,BR002,Toronto Branch 2,Toronto,Ontario,Canada,Central,Retail,1,2024-01-13,2026-08-18
A00722,C01140,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,76902.33,2018-06-17,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2018-06-17,2026-08-18
A00723,C00971,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,61694.86,2020-08-10,,BR024,Halifax Branch 24,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2020-08-10,2026-08-18
A00724,C00759,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,964.17,2021-07-28,,BR015,Halifax Branch 15,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-07-28,2026-08-18
A00725,C00826,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,38732.92,2010-04-02,2026-06-26,BR022,Halifax Branch 22,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2010-04-02,2026-08-18
A00726,C00794,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,91071.63,2021-11-07,,BR012,Calgary Branch 12,Calgary,Alberta,Canada,West,Retail,1,2021-11-07,2026-08-18
A00727,C00885,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,66329.13,2018-10-07,2024-12-01,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-10-07,2026-08-18
A00728,C00967,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,65189.58,2011-09-25,2012-04-01,BR017,Calgary Branch 17,Calgary,Alberta,Canada,West,Retail,1,2011-09-25,2026-08-18
A00729,C00252,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,42486.54,2011-01-04,,BR023,Vancouver Branch 23,Vancouver,British Columbia,Canada,West,Retail,1,2011-01-04,2026-08-18
