ticket_id,customer_id,ticket_date,category,priority,status,description,resolution_date,created_date,updated_date
T00489,C00842,2026-02-01,Transfers,HIGH,CLOSED,Sample transfers issue 489,2026-02-04,2026-02-01,2026-02-04
T00490,C01101,2026-01-18,Card,L,OPEN,Sample card issue 490,,2026-01-18,2026-01-18
T00491,C00981,2025-09-06,Transfers,HIGH,OPEN,Sample transfers issue 491,,2025-09-06,2025-09-06
T00492,C01046,2026-02-05,Payments,L,CLOSED,Sample payments issue 492,2026-02-05,2026-02-05,2026-02-05
T00493,C00996,2025-08-22,Transfers,MEDIUM,IN PROGRESS,Sample transfers issue 493,,2025-08-22,2025-08-22
T00494,C00088,2025-12-15,Online Banking,H,NEW,Sample online banking issue 494,,2025-12-15,2025-12-15
T00495,C00527,2026-02-18,Online Banking,LOW,NEW,Sample online banking issue 495,,2026-02-18,2026-02-18
T00496,C00019,2026-06-28,Payments,MEDIUM,OPEN,Sample payments issue 496,,2026-06-28,2026-06-28
T00497,C01149,2026-06-21,Account,M,RESOLVED,Sample account issue 497,2026-06-28,2026-06-21,2026-06-28
T00498,C00370,2026-08-04,Online Banking,HIGH,CLOSED,Sample online banking issue 498,2026-08-14,2026-08-04,2026-08-14
T00499,C00761,2025-12-27,Mobile App,H,OPEN,Sample mobile app issue 499,,2025-12-27,2025-12-27
T00500,C00543,2026-06-23,Mobile App,LOW,CLOSED,Sample mobile app issue 500,2026-06-25,2026-06-23,2026-06-25
T00501,C00745,2026-03-16,Account,MEDIUM,IN PROGRESS,Sample account issue 501,,2026-03-16,2026-03-16
T00502,C00810,2025-10-12,Mobile App,M,RESOLVED,Sample mobile app issue 502,2025-10-16,2025-10-12,2025-10-16
T00503,C00382,2026-02-26,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 503,2026-03-01,2026-02-26,2026-03-01
T00504,C00900,2026-01-11,Card,MEDIUM,RESOLVED,Sample card issue 504,2026-01-13,2026-01-11,2026-01-13
T00505,C01027,2025-09-02,Transfers,L,OPEN,Sample transfers issue 505,,2025-09-02,2025-09-02
T00506,C00493,2026-01-18,Payments,L,NEW,Sample payments issue 506,,2026-01-18,2026-01-18
T00507,C00823,2026-02-18,Card,MEDIUM,RESOLVED,Sample card issue 507,2026-02-21,2026-02-18,2026-02-21
T00508,C00763,2026-01-05,Online Banking,M,CLOSED,Sample online banking issue 508,2026-01-12,2026-01-05,2026-01-12
T00509,C00202,2025-12-08,Payments,HIGH,NEW,Sample payments issue 509,,2025-12-08,2025-12-08
T00510,C00587,2025-11-13,Transfers,H,CLOSED,Sample transfers issue 510,2025-11-28,2025-11-13,2025-11-28
T00511,C00592,2026-05-26,Card,LOW,NEW,Sample card issue 511,,2026-05-26,2026-05-26
T00512,C00609,2026-02-05,Account,MEDIUM,OPEN,Sample account issue 512,,2026-02-05,2026-02-05
T00513,C00869,2026-02-04,Payments,HIGH,NEW,Sample payments issue 513,,2026-02-04,2026-02-04
T00514,C00227,2026-04-29,Account,H,OPEN,Sample account issue 514,,2026-04-29,2026-04-29
T00515,C00611,2025-12-27,Transfers,HIGH,RESOLVED,Sample transfers issue 515,2025-12-30,2025-12-27,2025-12-30
T00516,C00381,2025-10-02,Account,M,OPEN,Sample account issue 516,,2025-10-02,2025-10-02
T00517,C00813,2025-11-30,Online Banking,L,NEW,Sample online banking issue 517,,2025-11-30,2025-11-30
T00518,C00537,2026-01-15,Payments,MEDIUM,NEW,Sample payments issue 518,,2026-01-15,2026-01-15
T00519,C00642,2026-08-05,Payments,MEDIUM,IN PROGRESS,Sample payments issue 519,,2026-08-05,2026-08-05
T00520,C01046,2025-11-16,Mobile App,MEDIUM,CLOSED,Sample mobile app issue 520,2025-11-28,2025-11-16,2025-11-28
T00521,C01129,2026-08-07,Payments,L,NEW,Sample payments issue 521,,2026-08-07,2026-08-07
T00522,C00570,2026-04-22,Online Banking,L,OPEN,Sample online banking issue 522,,2026-04-22,2026-04-22
T00523,C00465,2026-04-28,Payments,LOW,RESOLVED,Sample payments issue 523,2026-05-05,2026-04-28,2026-05-05
T00524,C00371,2026-07-09,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 524,,2026-07-09,2026-07-09
T00525,C00344,2026-06-05,Transfers,MEDIUM,CLOSED,Sample transfers issue 525,2026-06-08,2026-06-05,2026-06-08
T00526,C00457,2026-07-20,Mobile App,M,RESOLVED,Sample mobile app issue 526,2026-07-30,2026-07-20,2026-07-30
T00527,C00103,2026-07-17,Account,MEDIUM,OPEN,Sample account issue 527,,2026-07-17,2026-07-17
T00528,C00193,2025-09-01,Mobile App,H,NEW,Sample mobile app issue 528,,2025-09-01,2025-09-01
T00529,C01052,2025-11-13,Card,HIGH,RESOLVED,Sample card issue 529,2025-11-18,2025-11-13,2025-11-18
T00530,C00395,2026-03-28,Mobile App,H,RESOLVED,Sample mobile app issue 530,2026-03-31,2026-03-28,2026-03-31
T00531,C01195,2026-07-05,Payments,MEDIUM,CLOSED,Sample payments issue 531,2026-07-08,2026-07-05,2026-07-08
T00532,C00686,2025-09-19,Payments,LOW,OPEN,Sample payments issue 532,,2025-09-19,2025-09-19
T00533,C00978,2026-01-01,Mobile App,M,CLOSED,Sample mobile app issue 533,2026-01-09,2026-01-01,2026-01-09
T00534,C00117,2025-10-25,Mobile App,M,CLOSED,Sample mobile app issue 534,2025-11-08,2025-10-25,2025-11-08
T00535,C01005,2026-05-28,Online Banking,H,NEW,Sample online banking issue 535,,2026-05-28,2026-05-28
T00536,C00839,2026-06-23,Mobile App,M,IN PROGRESS,Sample mobile app issue 536,,2026-06-23,2026-06-23
T00537,C00195,2026-01-17,Mobile App,L,IN PROGRESS,Sample mobile app issue 537,,2026-01-17,2026-01-17
T00538,C00887,2025-10-05,Online Banking,H,CLOSED,Sample online banking issue 538,2025-10-08,2025-10-05,2025-10-08
T00539,C00642,2025-12-09,Transfers,MEDIUM,NEW,Sample transfers issue 539,,2025-12-09,2025-12-09
T00540,C00410,2026-04-16,Payments,H,OPEN,Sample payments issue 540,,2026-04-16,2026-04-16
T00541,C00722,2026-05-24,Account,MEDIUM,CLOSED,Sample account issue 541,2026-06-07,2026-05-24,2026-06-07
T00542,C00625,2026-05-19,Payments,L,RESOLVED,Sample payments issue 542,2026-05-22,2026-05-19,2026-05-22
T00543,C01149,2026-01-20,Payments,L,NEW,Sample payments issue 543,,2026-01-20,2026-01-20
T00544,C00433,2026-07-13,Mobile App,L,OPEN,Sample mobile app issue 544,,2026-07-13,2026-07-13
T00545,C01087,2025-08-30,Payments,HIGH,CLOSED,Sample payments issue 545,2025-08-31,2025-08-30,2025-08-31
T00546,C00425,2025-08-26,Online Banking,LOW,OPEN,Sample online banking issue 546,,2025-08-26,2025-08-26
T00547,C01012,2026-08-12,Payments,M,RESOLVED,Sample payments issue 547,2026-08-14,2026-08-12,2026-08-14
T00548,C00797,2030-01-01,Online Banking,HIGH,NEW,Sample online banking issue 548,,2030-01-01,2026-05-14
T00549,C00247,2025-08-30,Payments,HIGH,NEW,Sample payments issue 549,,2025-08-30,2025-08-30
T00550,C01185,2026-07-10,Account,H,RESOLVED,Sample account issue 550,2026-07-20,2026-07-10,2026-07-20
T00551,C00116,2026-07-26,Transfers,HIGH,IN PROGRESS,Sample transfers issue 551,,2026-07-26,2026-07-26
T00552,C00732,2025-12-18,Mobile App,LOW,NEW,Sample mobile app issue 552,,2025-12-18,2025-12-18
T00553,C00682,2026-03-20,Mobile App,L,IN PROGRESS,Sample mobile app issue 553,,2026-03-20,2026-03-20
T00554,C00863,2026-04-25,Transfers,HIGH,IN PROGRESS,Sample transfers issue 554,,2026-04-25,2026-04-25
T00555,C00987,2025-09-04,Card,M,CLOSED,Sample card issue 555,2025-09-07,2025-09-04,2025-09-07
T00556,C00660,2026-04-29,Card,M,CLOSED,Sample card issue 556,2026-05-03,2026-04-29,2026-05-03
T00557,C00378,2026-06-25,Online Banking,M,RESOLVED,Sample online banking issue 557,2026-07-03,2026-06-25,2026-07-03
T00558,C00521,2025-11-06,Transfers,MEDIUM,OPEN,Sample transfers issue 558,,2025-11-06,2025-11-06
T00559,C00374,2026-01-15,Online Banking,LOW,NEW,Sample online banking issue 559,,2026-01-15,2026-01-15
T00560,C01111,2026-05-14,Online Banking,MEDIUM,RESOLVED,Sample online banking issue 560,2026-05-15,2026-05-14,2026-05-15
T00561,C00529,2026-04-21,Account,H,CLOSED,Sample account issue 561,2026-04-29,2026-04-21,2026-04-29
T00562,C00479,2026-05-04,Account,H,CLOSED,Sample account issue 562,2026-05-12,2026-05-04,2026-05-12
T00563,C00497,2026-03-11,Online Banking,H,RESOLVED,Sample online banking issue 563,2026-03-17,2026-03-11,2026-03-17
T00564,C00692,2025-12-21,Mobile App,L,CLOSED,Sample mobile app issue 564,2026-01-02,2025-12-21,2026-01-02
T00565,C00627,2026-07-26,Transfers,M,CLOSED,Sample transfers issue 565,2026-08-08,2026-07-26,2026-08-08
T00566,C00569,2025-10-26,Card,LOW,CLOSED,Sample card issue 566,2025-11-09,2025-10-26,2025-11-09
T00567,C00221,2026-08-02,Transfers,MEDIUM,CLOSED,Sample transfers issue 567,2026-08-07,2026-08-02,2026-08-07
T00568,C00191,2025-12-14,Account,MEDIUM,NEW,Sample account issue 568,,2025-12-14,2025-12-14
T00569,C00423,2026-01-25,Online Banking,HIGH,CLOSED,Sample online banking issue 569,2026-01-27,2026-01-25,2026-01-27
T00570,C00928,2025-10-04,Payments,H,RESOLVED,Sample payments issue 570,2025-10-10,2025-10-04,2025-10-10
T00571,C00981,2025-12-17,Online Banking,LOW,NEW,Sample online banking issue 571,,2025-12-17,2025-12-17
T00572,C00370,2026-04-25,Online Banking,M,IN PROGRESS,Sample online banking issue 572,,2026-04-25,2026-04-25
,C00350,2026-06-12,Transfers,LOW,NEW,Sample transfers issue 573,,2026-06-12,2026-06-12
T00574,C01076,2026-04-02,Transfers,LOW,OPEN,Sample transfers issue 574,,2026-04-02,2026-04-02
T00575,C00504,2026-04-23,Payments,HIGH,OPEN,Sample payments issue 575,,2026-04-23,2026-04-23
T00576,C00030,2026-04-20,Account,H,RESOLVED,Sample account issue 576,2026-04-30,2026-04-20,2026-04-30
T00577,C00635,2025-11-13,Transfers,M,OPEN,Sample transfers issue 577,,2025-11-13,2025-11-13
T00578,C01133,2026-04-03,Account,M,NEW,Sample account issue 578,,2026-04-03,2026-04-03
T00579,C00573,2026-05-31,Card,HIGH,OPEN,Sample card issue 579,,2026-05-31,2026-05-31
T00580,C00631,2026-02-11,Transfers,MEDIUM,OPEN,Sample transfers issue 580,,2026-02-11,2026-02-11
T00581,C00187,2026-01-20,Transfers,H,IN PROGRESS,Sample transfers issue 581,,2026-01-20,2026-01-20
T00582,C00134,2025-09-10,Transfers,M,CLOSED,Sample transfers issue 582,2025-09-23,2025-09-10,2025-09-23
T00583,C01180,2026-01-17,Online Banking,M,IN PROGRESS,Sample online banking issue 583,,2026-01-17,2026-01-17
T00584,C00720,2026-06-27,Payments,HIGH,IN PROGRESS,Sample payments issue 584,,2026-06-27,2026-06-27
T00585,C00958,2025-10-05,Card,H,CLOSED,Sample card issue 585,2025-10-07,2025-10-05,2025-10-07
T00586,C00275,2026-03-08,Transfers,M,IN PROGRESS,Sample transfers issue 586,,2026-03-08,2026-03-08
T00587,C00115,2026-03-05,Transfers,L,OPEN,Sample transfers issue 587,,2026-03-05,2026-03-05
T00588,C00145,2026-05-19,Transfers,H,RESOLVED,Sample transfers issue 588,2026-05-21,2026-05-19,2026-05-21
T00589,C00786,2025-09-23,Account,M,NEW,Sample account issue 589,,2025-09-23,2025-09-23
T00590,C01184,2025-10-07,Card,L,IN PROGRESS,Sample card issue 590,,2025-10-07,2025-10-07
T00591,C00358,2026-05-21,Transfers,HIGH,OPEN,Sample transfers issue 591,,2026-05-21,2026-05-21
T00592,C01195,2025-12-16,Payments,LOW,RESOLVED,Sample payments issue 592,2025-12-28,2025-12-16,2025-12-28
T00593,C01168,2026-01-14,Card,M,CLOSED,Sample card issue 593,2026-01-19,2026-01-14,2026-01-19
T00594,C00786,2026-04-21,Mobile App,H,NEW,Sample mobile app issue 594,,2026-04-21,2026-04-21
T00595,C00134,2025-10-31,Online Banking,LOW,IN PROGRESS,Sample online banking issue 595,,2025-10-31,2025-10-31
T00596,C00034,2025-11-14,Mobile App,L,NEW,Sample mobile app issue 596,,2025-11-14,2025-11-14
T00597,C00575,2026-04-22,Card,LOW,IN PROGRESS,Sample card issue 597,,2026-04-22,2026-04-22
T00598,C00005,2025-09-29,Account,MEDIUM,NEW,Sample account issue 598,,2025-09-29,2025-09-29
T00599,C00385,2026-01-13,Mobile App,M,NEW,Sample mobile app issue 599,,2026-01-13,2026-01-13
T00600,C00615,2026-01-21,Card,LOW,NEW,Sample card issue 600,,2026-01-21,2026-01-21
T00601,C00528,2025-11-27,Card,HIGH,CLOSED,Sample card issue 601,2025-12-04,2025-11-27,2025-12-04
T00602,C01079,2025-12-20,Online Banking,MEDIUM,IN PROGRESS,Sample online banking issue 602,,2025-12-20,2025-12-20
T00603,C00077,2026-01-07,Transfers,L,CLOSED,Sample transfers issue 603,2026-01-15,2026-01-07,2026-01-15
T00604,C00360,2026-01-08,Account,M,IN PROGRESS,Sample account issue 604,,2026-01-08,2026-01-08
T00605,C00274,2026-04-13,Payments,L,CLOSED,Sample payments issue 605,2026-04-18,2026-04-13,2026-04-18
T00606,C00922,2026-03-03,Online Banking,M,IN PROGRESS,Sample online banking issue 606,,2026-03-03,2026-03-03
T00607,C01183,2026-05-06,Online Banking,M,IN PROGRESS,Sample online banking issue 607,,2026-05-06,2026-05-06
T00608,C00558,2026-05-27,Mobile App,MEDIUM,CLOSED,Sample mobile app issue 608,2026-06-07,2026-05-27,2026-06-07
T00609,C01166,2025-09-29,Card,MEDIUM,OPEN,Sample card issue 609,,2025-09-29,2025-09-29
T00610,C00430,2025-10-13,Account,M,RESOLVED,Sample account issue 610,2025-10-22,2025-10-13,2025-10-22
T00611,C00830,2025-10-15,Payments,M,OPEN,Sample payments issue 611,,2025-10-15,2025-10-15
T00612,C00256,2026-07-27,Payments,L,IN PROGRESS,Sample payments issue 612,,2026-07-27,2026-07-27
T00613,C00078,2025-11-24,Online Banking,L,NEW,Sample online banking issue 613,,2025-11-24,2025-11-24
T00614,C00280,2025-10-21,Account,L,IN PROGRESS,Sample account issue 614,,2025-10-21,2025-10-21
T00615,C00584,2025-12-01,Account,LOW,RESOLVED,Sample account issue 615,2025-12-07,2025-12-01,2025-12-07
T00616,C00889,2025-10-10,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 616,2025-10-22,2025-10-10,2025-10-22
T00617,C00034,2025-12-31,Payments,MEDIUM,CLOSED,Sample payments issue 617,2026-01-08,2025-12-31,2026-01-08
T00618,C00046,2025-08-25,Payments,MEDIUM,OPEN,Sample payments issue 618,,2025-08-25,2025-08-25
T00619,C00535,2025-10-23,Online Banking,L,OPEN,Sample online banking issue 619,,2025-10-23,2025-10-23
T00620,C00054,2026-01-05,Online Banking,HIGH,OPEN,Sample online banking issue 620,,2026-01-05,2026-01-05
T00621,C00918,2025-11-23,Transfers,H,IN PROGRESS,Sample transfers issue 621,,2025-11-23,2025-11-23
T00622,C00858,2026-02-27,Account,MEDIUM,RESOLVED,Sample account issue 622,2026-03-14,2026-02-27,2026-03-14
T00623,C00694,2026-03-05,Transfers,H,OPEN,Sample transfers issue 623,,2026-03-05,2026-03-05
T00624,C00197,2025-11-14,Online Banking,MEDIUM,CLOSED,Sample online banking issue 624,2025-11-27,2025-11-14,2025-11-27
T00625,C01153,2025-12-10,Account,LOW,IN PROGRESS,Sample account issue 625,,2025-12-10,2025-12-10
T00626,C00582,2025-09-03,Card,LOW,NEW,Sample card issue 626,,2025-09-03,2025-09-03
T00627,C00891,2026-05-04,Mobile App,L,IN PROGRESS,Sample mobile app issue 627,,2026-05-04,2026-05-04
T00628,C00570,2025-11-27,Online Banking,M,IN PROGRESS,Sample online banking issue 628,,2025-11-27,2025-11-27
T00629,C00837,2026-08-10,Payments,LOW,IN PROGRESS,Sample payments issue 629,,2026-08-10,2026-08-10
T00630,C00703,2025-10-27,Payments,M,NEW,Sample payments issue 630,,2025-10-27,2025-10-27
T00631,C00542,2026-07-26,Transfers,HIGH,NEW,Sample transfers issue 631,,2026-07-26,2026-07-26
T00632,C01100,2025-11-04,Payments,L,RESOLVED,Sample payments issue 632,2025-11-06,2025-11-04,2025-11-06
T00633,C00255,2026-05-25,Payments,M,IN PROGRESS,Sample payments issue 633,,2026-05-25,2026-05-25
T00634,C00115,2026-08-01,Account,LOW,NEW,Sample account issue 634,,2026-08-01,2026-08-01
T00635,C01005,2026-04-17,Transfers,MEDIUM,CLOSED,Sample transfers issue 635,2026-04-27,2026-04-17,2026-04-27
T00636,C00147,2026-05-22,Mobile App,LOW,RESOLVED,Sample mobile app issue 636,2026-05-31,2026-05-22,2026-05-31
T00637,C00589,2026-01-20,Mobile App,L,NEW,Sample mobile app issue 637,,2026-01-20,2026-01-20
T00638,C00790,2026-04-15,Transfers,HIGH,RESOLVED,Sample transfers issue 638,2026-04-16,2026-04-15,2026-04-16
T00639,C00039,2026-03-06,Card,LOW,CLOSED,Sample card issue 639,2026-03-17,2026-03-06,2026-03-17
T00640,C00290,2026-07-06,Online Banking,MEDIUM,OPEN,Sample online banking issue 640,,2026-07-06,2026-07-06
T00641,C00683,2025-11-10,Mobile App,H,CLOSED,Sample mobile app issue 641,2025-11-22,2025-11-10,2025-11-22
T00642,C00603,2025-10-10,Online Banking,LOW,NEW,Sample online banking issue 642,,2025-10-10,2025-10-10
T00643,C01003,2025-12-04,Card,MEDIUM,IN PROGRESS,Sample card issue 643,,2025-12-04,2025-12-04
T00644,C00100,2026-02-20,Payments,HIGH,CLOSED,Sample payments issue 644,2026-03-04,2026-02-20,2026-03-04
T00645,C00301,2026-02-01,Payments,H,IN PROGRESS,Sample payments issue 645,,2026-02-01,2026-02-01
T00646,C00623,2026-05-11,Account,LOW,RESOLVED,Sample account issue 646,2026-05-17,2026-05-11,2026-05-17
T00647,C00529,2026-03-27,Transfers,MEDIUM,NEW,Sample transfers issue 647,,2026-03-27,2026-03-27
T00648,C00501,2025-12-01,Transfers,HIGH,CLOSED,Sample transfers issue 648,2025-12-13,2025-12-01,2025-12-13
T00649,C00309,2026-06-26,Transfers,HIGH,CLOSED,Sample transfers issue 649,2026-06-28,2026-06-26,2026-06-28
T00650,C00864,2026-04-27,Payments,H,IN PROGRESS,Sample payments issue 650,,2026-04-27,2026-04-27
T00651,C00451,2025-12-17,Payments,H,OPEN,Sample payments issue 651,,2025-12-17,2025-12-17
T00652,C00732,2026-01-02,Account,MEDIUM,IN PROGRESS,Sample account issue 652,,2026-01-02,2026-01-02
T00653,C00847,2025-12-25,Transfers,HIGH,RESOLVED,Sample transfers issue 653,2025-12-30,2025-12-25,2025-12-30
T00654,C00911,2026-02-01,Payments,L,NEW,Sample payments issue 654,,2026-02-01,2026-02-01
T00655,C01136,2026-03-11,Mobile App,L,OPEN,Sample mobile app issue 655,,2026-03-11,2026-03-11
T00656,C00767,2025-12-11,Payments,L,RESOLVED,Sample payments issue 656,2025-12-19,2025-12-11,2025-12-19
T00657,C00491,2026-04-01,Transfers,M,IN PROGRESS,Sample transfers issue 657,,2026-04-01,2026-04-01
T00658,C00726,2025-12-04,Card,HIGH,IN PROGRESS,Sample card issue 658,,2025-12-04,2025-12-04
T00659,C00492,2026-01-02,Online Banking,MEDIUM,RESOLVED,Sample online banking issue 659,2026-01-10,2026-01-02,2026-01-10
T00660,C00974,2026-01-31,Mobile App,M,RESOLVED,Sample mobile app issue 660,2026-02-13,2026-01-31,2026-02-13
T00661,C00047,2026-08-06,Card,MEDIUM,IN PROGRESS,Sample card issue 661,,2026-08-06,2026-08-06
T00662,C00632,2026-01-15,Online Banking,L,RESOLVED,Sample online banking issue 662,2026-01-26,2026-01-15,2026-01-26
T00663,C00611,2026-01-03,Card,H,IN PROGRESS,Sample card issue 663,,2026-01-03,2026-01-03
T00664,C00426,2026-07-11,Payments,LOW,IN PROGRESS,Sample payments issue 664,,2026-07-11,2026-07-11
T00665,C00120,2026-05-04,Mobile App,H,OPEN,Sample mobile app issue 665,,2026-05-04,2026-05-04
T00666,C00569,2025-09-23,Mobile App,LOW,OPEN,Sample mobile app issue 666,,2025-09-23,2025-09-23
T00667,C00732,2026-08-01,Payments,LOW,RESOLVED,Sample payments issue 667,2026-08-12,2026-08-01,2026-08-12
T00668,C00595,2025-12-02,Card,LOW,NEW,Sample card issue 668,,2025-12-02,2025-12-02
T00669,C01076,2026-04-06,Card,M,IN PROGRESS,Sample card issue 669,,2026-04-06,2026-04-06
T00670,C00701,2025-09-17,Card,HIGH,RESOLVED,Sample card issue 670,2025-09-28,2025-09-17,2025-09-28
T00671,C00881,2026-05-08,Payments,H,NEW,Sample payments issue 671,,2026-05-08,2026-05-08
T00672,C00533,2025-09-29,Online Banking,MEDIUM,OPEN,Sample online banking issue 672,,2025-09-29,2025-09-29
T00673,C00123,2026-08-04,Online Banking,LOW,CLOSED,Sample online banking issue 673,2026-08-06,2026-08-04,2026-08-06
T00674,C00741,2026-04-15,Mobile App,MEDIUM,IN PROGRESS,Sample mobile app issue 674,,2026-04-15,2026-04-15
T00675,C01028,2026-07-10,Mobile App,L,OPEN,Sample mobile app issue 675,,2026-07-10,2026-07-10
T00676,C00178,2025-10-20,Online Banking,L,RESOLVED,Sample online banking issue 676,2025-10-30,2025-10-20,2025-10-30
T00677,C00441,2026-06-27,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 677,,2026-06-27,2026-06-27
T00678,C00874,2026-01-01,Payments,H,IN PROGRESS,Sample payments issue 678,,2026-01-01,2026-01-01
T00679,C00919,2026-03-12,Payments,MEDIUM,IN PROGRESS,Sample payments issue 679,,2026-03-12,2026-03-12
T00680,C00998,2026-07-02,Mobile App,LOW,CLOSED,Sample mobile app issue 680,2026-07-15,2026-07-02,2026-07-15
T00681,C00946,2026-08-18,Transfers,LOW,IN PROGRESS,Sample transfers issue 681,,2026-08-18,2026-08-18
T00682,C00786,2025-10-24,Transfers,L,RESOLVED,Sample transfers issue 682,2025-11-05,2025-10-24,2025-11-05
T00683,C00764,2026-06-04,Transfers,LOW,CLOSED,Sample transfers issue 683,2026-06-04,2026-06-04,2026-06-04
T00684,C00703,2026-06-11,Payments,L,IN PROGRESS,Sample payments issue 684,,2026-06-11,2026-06-11
T00685,C01079,2030-01-01,Online Banking,LOW,IN PROGRESS,Sample online banking issue 685,,2030-01-01,2025-10-22
T00686,C00337,2025-10-06,Account,LOW,OPEN,Sample account issue 686,,2025-10-06,2025-10-06
T00687,C00370,2026-04-21,Online Banking,L,NEW,Sample online banking issue 687,,2026-04-21,2026-04-21
T00688,C00866,2025-08-23,Payments,M,NEW,Sample payments issue 688,,2025-08-23,2025-08-23
T00689,C00986,2026-08-10,Account,LOW,IN PROGRESS,Sample account issue 689,,2026-08-10,2026-08-10
T00690,C00319,2026-04-17,Card,H,CLOSED,Sample card issue 690,2026-04-30,2026-04-17,2026-04-30
T00691,C00138,2026-04-11,Account,HIGH,OPEN,Sample account issue 691,,2026-04-11,2026-04-11
T00692,C00067,2026-07-04,Payments,M,CLOSED,Sample payments issue 692,2026-07-16,2026-07-04,2026-07-16
T00693,C00499,2025-12-13,Payments,HIGH,IN PROGRESS,Sample payments issue 693,,2025-12-13,2025-12-13
T00694,C00930,2025-11-09,Account,LOW,CLOSED,Sample account issue 694,2025-11-11,2025-11-09,2025-11-11
T00695,C00535,2025-12-05,Card,MEDIUM,IN PROGRESS,Sample card issue 695,,2025-12-05,2025-12-05
T00696,C00006,2026-03-18,Card,HIGH,IN PROGRESS,Sample card issue 696,,2026-03-18,2026-03-18
T00697,C00212,2026-03-04,Account,H,CLOSED,Sample account issue 697,2026-03-12,2026-03-04,2026-03-12
T00698,C00463,2025-09-08,Transfers,L,NEW,Sample transfers issue 698,,2025-09-08,2025-09-08
T00699,C00169,2025-12-15,Account,L,NEW,Sample account issue 699,,2025-12-15,2025-12-15
T00700,C01018,2025-09-03,Account,MEDIUM,RESOLVED,Sample account issue 700,2025-09-16,2025-09-03,2025-09-16
T00701,C00185,2026-03-17,Card,HIGH,OPEN,Sample card issue 701,,2026-03-17,2026-03-17
T00702,C00385,2026-02-12,Mobile App,H,OPEN,Sample mobile app issue 702,,2026-02-12,2026-02-12
T00703,C00766,2026-06-07,Mobile App,HIGH,IN PROGRESS,Sample mobile app issue 703,,2026-06-07,2026-06-07
T00704,C00161,2026-04-04,Mobile App,M,RESOLVED,Sample mobile app issue 704,2026-04-14,2026-04-04,2026-04-14
T00705,C00344,2026-05-03,Transfers,LOW,CLOSED,Sample transfers issue 705,2026-05-14,2026-05-03,2026-05-14
T00706,C00119,2026-06-19,Account,L,RESOLVED,Sample account issue 706,2026-06-29,2026-06-19,2026-06-29
T00707,C00156,2025-11-24,Transfers,HIGH,IN PROGRESS,Sample transfers issue 707,,2025-11-24,2025-11-24
T00708,C01063,2025-11-08,Account,H,RESOLVED,Sample account issue 708,2025-11-18,2025-11-08,2025-11-18
T00709,C00365,2026-02-07,Mobile App,HIGH,RESOLVED,Sample mobile app issue 709,2026-02-18,2026-02-07,2026-02-18
T00710,C00452,2025-11-16,Online Banking,M,NEW,Sample online banking issue 710,,2025-11-16,2025-11-16
T00711,C00085,2025-11-19,Mobile App,LOW,CLOSED,Sample mobile app issue 711,2025-11-21,2025-11-19,2025-11-21
T00712,C00134,2026-07-21,Mobile App,M,NEW,Sample mobile app issue 712,,2026-07-21,2026-07-21
T00713,C00261,2026-02-02,Account,LOW,NEW,Sample account issue 713,,2026-02-02,2026-02-02
T00714,C00322,2025-10-12,Account,H,NEW,Sample account issue 714,,2025-10-12,2025-10-12
T00715,C00949,2025-08-31,Mobile App,LOW,CLOSED,Sample mobile app issue 715,2025-09-11,2025-08-31,2025-09-11
T00716,C00209,2026-04-17,Mobile App,HIGH,OPEN,Sample mobile app issue 716,,2026-04-17,2026-04-17
T00717,C00968,2026-07-17,Card,HIGH,CLOSED,Sample card issue 717,2026-07-27,2026-07-17,2026-07-27
T00718,C00606,2026-03-20,Online Banking,LOW,OPEN,Sample online banking issue 718,,2026-03-20,2026-03-20
T00719,C00511,2026-01-25,Card,H,OPEN,Sample card issue 719,,2026-01-25,2026-01-25
T00720,C00401,2026-03-01,Account,H,IN PROGRESS,Sample account issue 720,,2026-03-01,2026-03-01
T00721,C00080,2026-07-17,Card,HIGH,IN PROGRESS,Sample card issue 721,,2026-07-17,2026-07-17
T00722,C00022,2026-07-19,Account,MEDIUM,IN PROGRESS,Sample account issue 722,,2026-07-19,2026-07-19
T00723,C00205,2026-01-05,Transfers,H,CLOSED,Sample transfers issue 723,2026-01-07,2026-01-05,2026-01-07
T00724,C01125,2025-10-07,Mobile App,M,RESOLVED,Sample mobile app issue 724,2025-10-18,2025-10-07,2025-10-18
T00725,C00936,2025-09-13,Account,MEDIUM,IN PROGRESS,Sample account issue 725,,2025-09-13,2025-09-13
T00726,C00626,2025-08-21,Transfers,M,RESOLVED,Sample transfers issue 726,2025-08-28,2025-08-21,2025-08-28
T00727,C00377,2026-03-16,Mobile App,L,OPEN,Sample mobile app issue 727,,2026-03-16,2026-03-16
T00728,C00833,2025-10-20,Card,L,OPEN,Sample card issue 728,,2025-10-20,2025-10-20
T00729,C00313,2025-10-16,Account,H,IN PROGRESS,Sample account issue 729,,2025-10-16,2025-10-16
T00730,C00169,2026-01-17,Transfers,L,IN PROGRESS,Sample transfers issue 730,,2026-01-17,2026-01-17
T00731,C00215,2026-06-27,Payments,LOW,OPEN,Sample payments issue 731,,2026-06-27,2026-06-27
